38	-97
38.0464	-122.23
35.685	139.7514
40.4249	-86.9162
40.4249	-86.9162
34.4329	-119.8371
34.4329	-119.8371
34.4329	-119.8371
40.3756	-74.6597
40.3756	-74.6597
36.9899	-122.0603
36.9899	-122.0603
36.9899	-122.0603
42.3804	-72.5231
42.3804	-72.5231
41.7804	-87.6027
41.7804	-87.6027
40.3563	-111.7325
40.3563	-111.7325
44.5642	-123.279
40.4439	-79.9561
47.6606	-122.2919
47.6606	-122.2919
47.6606	-122.2919
47.6606	-122.2919
39.3288	-76.5967
39.3288	-76.5967
29.6516	-82.3248
29.6516	-82.3248
52.2	0.1167
52.1193	-106.6594
52.1193	-106.6594
40.6944	-73.9906
38.6657	-90.3231
38.6657	-90.3231
38.6657	-90.3231
42.3646	-71.1028
29.7176	-95.4188
29.7176	-95.4188
40.8006	-73.9653
40.8006	-73.9653
40.8006	-73.9653
40.5516	-74.4637
38.9827	-77.004
38.9827	-77.004
30.2961	-97.7369
30.2961	-97.7369
30.2961	-97.7369
30.2961	-97.7369
42.4485	-76.4804
42.4485	-76.4804
42.4485	-76.4804
42.3424	-71.0878
42.3424	-71.0878
42.0586	-87.6845
32.7714	-97.2915
31.7832	-106.4976
32.9482	-96.7297
32.9482	-96.7297
39.1023	-96.5246
39.1668	-84.5382
43.0899	-77.6376
43.0899	-77.6376
38.9525	-95.2756
38.9525	-95.2756
35.0443	-106.6729
69.6667	18.9667
69.6667	18.9667
36.1473	-86.777
48.7667	9.1833
48.7667	9.1833
41.7007	-86.2501
41.7007	-86.2501
40.8	-96.667
40.8	-96.667
43.4529	-80.5281
43.4529	-80.5281
44.4833	11.3333
52.5167	13.4
52.5167	13.4
45.05	7.6667
42.8141	-1.6412
59.3333	18.05
52.3667	9.7167
49.8706	8.6494
49.8706	8.6494
49.8706	8.6494
46.9167	7.4667
46.9167	7.4667
48.2	16.3667
48.2	16.3667
42.8333	12.8333
42.8333	12.8333
33.7866	-118.2987
33.7866	-118.2987
33.7866	-118.2987
33.7866	-118.2987
49.45	7.75
49.45	7.75
49.45	7.75
28.0631	-82.4128
28.0631	-82.4128
28.0631	-82.4128
28.0631	-82.4128
48.112	-1.6743
48.112	-1.6743
28.5663	-81.2608
28.5663	-81.2608
32.8807	-117.2359
32.8807	-117.2359
31.78	35.23
31.78	35.23
35.69	139.69
35.685	139.7514
52.4667	-1.9167
52.4667	-1.9167
47.6667	9.1833
47.6667	9.1833
51.5333	9.9333
51.5333	9.9333
18.25	-66.5
18.25	-66.5
1.2931	103.8558
1.2931	103.8558
1.2931	103.8558
42.6442	-73.2463
42.6442	-73.2463
42.6442	-73.2463
42.6442	-73.2463
22.2833	114.15
22.25	114.1667
22.25	114.1667
50.7708	6.1053
50.7708	6.1053
41.808	-72.251
40.4086	-3.6922
37.3688	-122.0363
37.3688	-122.0363
47.2667	11.4
47.2667	11.4
38.8933	-77.0146
38.8933	-77.0146
48.15	11.5833
48.15	11.5833
51.5	-0.13
51.5	-0.13
43.6413	7.0057
43.6413	7.0057
49.2333	7
49.2333	7
49.2333	7
49.2333	7
49.2333	7
49.2333	7
39	22
39	22
25.0392	121.525
25.0392	121.525
25.0392	121.525
25.0392	121.525
25.0392	121.525
25.0392	121.525
41.8776	-87.6272
43.0481	-76.1474
43.0481	-76.1474
38.8933	-77.0146
38.8933	-77.0146
52.5167	13.4
52.5167	13.4
42.2923	-83.7145
42.2923	-83.7145
42.2923	-83.7145
47.1544	-88.6471
47.1544	-88.6471
53.55	10
50.6833	10.9
51.05	13.75
51.05	13.75
48.4202	-123.3671
43.6619	-79.3952
43.6619	-79.3952
43.6619	-79.3952
46.6247	14.3053
46.6247	14.3053
37.57	126.98
44.9733	-93.2323
37.9833	23.7333
37.9833	23.7333
49.2	16.6333
41.3984	2.1741
41.3984	2.1741
33.4148	-111.9093
38.2444	21.7344
38.2444	21.7344
52.4167	16.9667
52.4167	16.9667
35.69	139.69
35.69	139.69
35.9954	-78.9019
35.9954	-78.9019
48.6921	6.1878
48.6921	6.1878
40.7458	-74.0321
40.7458	-74.0321
51.1	17.0333
51.1	17.0333
38.862	-86.4711
38.862	-86.4711
47.5	19.0833
39.9597	-75.1968
35.9043	-83.8407
40.4086	-3.6922
34.6853	135.8328
34.6853	135.8328
34.6853	135.8328
34.6853	135.8328
-34.8581	-56.1708
-34.8581	-56.1708
40.5032	-74.4289
40.5032	-74.4289
37.8668	-122.2536
37.8668	-122.2536
37.8668	-122.2536
37.8668	-122.2536
37.8668	-122.2536
37.8668	-122.2536
33.7529	-116.0556
38.4829	-121.6398
38.4829	-121.6398
33.7952	-84.3248
33.7952	-84.3248
37.4178	-122.172
38	-97
38	-97
45.5078	-73.5804
51.7167	8.7667
51.7167	8.7667
47.3667	8.55
47.3667	8.55
47.3667	8.55
47.3667	8.55
47.3667	8.55
47.3667	8.55
46.9931	6.93
41.8471	-87.6248
41.8471	-87.6248
51.45	-2.5833
37.3762	-122.1826
37.3762	-122.1826
37.3762	-122.1826
53.3331	-6.2489
53.3331	-6.2489
38.7167	-9.1333
38.7167	-9.1333
39.5	-8
41.1167	1.25
59.9167	10.75
59.9167	10.75
60.1756	24.9342
60.1756	24.9342
60.1756	24.9342
52.5167	13.4
52.5167	13.4
52.5167	13.4
49.0047	8.3858
48.112	-1.6743
48.86	2.35
48.86	2.35
47.5	19.0833
51.5	-0.13
52	20
52	20
51.5142	-0.0931
51.5142	-0.0931
35.1667	33.3667
35.1667	33.3667
49.75	15.5
49.75	15.5
52.5931	19.0894
52.5931	19.0894
52.5931	19.0894
52.5931	19.0894
52.5931	19.0894
52.5931	19.0894
49.015	12.0956
49.015	12.0956
37.8668	-122.2536
37.8668	-122.2536
43.0761	-89.4104
43.0761	-89.4104
43.0761	-89.4104
49.8833	-97.1667
49.8833	-97.1667
38.6071	-121.4633
38.6071	-121.4633
41.824	-71.4128
-23.4733	-46.6658
-25.4167	-49.25
-10	-55
-10	-55
35.69	139.69
35.69	139.69
35	105
35.69	139.69
35.69	139.69
35.69	139.69
35.6345	139.5588
35.6345	139.5588
37.4419	-122.143
37.4419	-122.143
37.4419	-122.143
40.6973	-74.4052
39.0344	-94.5722
39.0344	-94.5722
42.3451	-71.0993
42.3451	-71.0993
43.8973	-78.8641
34.0522	-118.2437
34.0522	-118.2437
34.0522	-118.2437
34.0522	-118.2437
29.834	-95.4342
29.834	-95.4342
35.3471	-120.4553
35.3471	-120.4553
37.57	126.98
37.57	126.98
37.57	126.98
53.0833	8.8
53.0833	8.8
46.0553	14.5144
60	100
37.3394	-121.895
37.3394	-121.895
42.7283	-84.4882
42.7283	-84.4882
32.9722	-96.7376
32.9722	-96.7376
40.1095	-88.2123
